"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"784",NA,"totalSampledAreaShrubSapling","Total plot area sampled for saplings, shrubs, and small trees","squareMeter","real",""
"785",NA,"totalSampledAreaTrees","Total plot area sampled for single and multi-bole trees","squareMeter","real",""
"786",NA,"tracerAnalysisType","Type of analysis used to determine tracer concentration","NA","string",NA
"787",NA,"transectDistance","Distance along the transect","meter","real",NA
"788",NA,"transectEventID","Identifier for the unique combination of site, date, transectID and pointID","NA","string",NA
"789",NA,"transfer","Location of sample after sorting and identification (e.g., archive)","NA","string",NA
"790",NA,"trapMoved","Indicates whether a trap was moved","NA","string",NA
"791",NA,"trashCover","Cover of trash","NA","string",NA
"792",NA,"trashPresent","Presence of trash","NA","string",NA
"793",NA,"treesAbsentList","List of subplots in which trees are not present","NA","string","NA"
"794",NA,"treesPresent","Indicator of whether the plot contains trees of any size","NA","string","NA"
"795",NA,"twigDryMass","Dry mass of twigs","gram","real",NA
"796",NA,"twigsPresent","Categorical indicator of twigs < 1 cm diameter present on a piece of coarse downed wood","NA","string",NA
"797",NA,"understoryHeight","Average height of the understory vegetation in a plot, assessed by visual survey to guide LAI photo collection","meter","real",NA
"798",NA,"uPARAlphaQAQCRpt","PAR below water surface quality assurance and quality control report for the alpha quality flag, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"799",NA,"uPARAlphaQM","photosynthetically active radiation below water surface quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real","NA"
"800",NA,"uPARBetaQAQCRpt","PAR below water surface quality assurance and quality control report for the beta quality flag, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"801",NA,"uPARBetaQM","photosynthetically active radiation below water surface quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real","NA"
"802",NA,"uPARConsistencyFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent","percent","real","NA"
"803",NA,"uPARConsistencyNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent","percent","real","NA"
"804",NA,"uPARConsistencyPassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent","percent","real","NA"
"805",NA,"uPARConsistencyQAQCRpt","PAR below water surface quality assurance and quality control report for the consistency test, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"806",NA,"uPARExpUncert","Expanded uncertainty for photosynthetically active radiation below water surface","micromolesPerSquareMeterPerSecond","real","NA"
"807",NA,"uPARFinalQF","Photosynthetically active radiation below water surface quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","integer","NA"
"808",NA,"uPARGapFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent","percent","real","NA"
"809",NA,"uPARGapNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the gap test could not be run over the averaging period, as a percent","percent","real","NA"
"810",NA,"uPARGapPassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent","percent","real","NA"
"811",NA,"uPARGapQAQCRpt","PAR below water surface quality assurance and quality control report for the gap test, which indicates that the datum is missing and is apart of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","integer","NA"
"812",NA,"uPARMaximum","Maximum photosynthetically active radiation below water surface","micromolesPerSquareMeterPerSecond","real","NA"
"813",NA,"uPARMean","Arithmetic mean of photosynthetically active radiation below water surface","micromolesPerSquareMeterPerSecond","real","NA"
"814",NA,"uPARMinimum","Minimum photosynthetically active radiation below water surface","micromolesPerSquareMeterPerSecond","real","NA"
"815",NA,"uPARNullFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent","percent","real","NA"
"816",NA,"uPARNullNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the null test could not be run over the averaging period, as a percent","percent","real","NA"
"817",NA,"uPARNullPassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent","percent","real","NA"
"818",NA,"uPARNullQAQCRpt","photosynthetically active radiation below water surface quality assurance and quality control report for the null test, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run)","NA","integer","NA"
"819",NA,"uPARNumPts","Number of points used to calculate the arithmetic mean of photosynthetically active radiation below water surface","number","integer","NA"
"820",NA,"uPARPersistenceFailQM","photosynthetically active radiation below water surface quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","percent","real","NA"
"821",NA,"uPARPersistenceNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent","percent","real","NA"
"822",NA,"uPARPersistencePassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent","percent","real","NA"
"823",NA,"uPARPersistenceQAQCRpt","PAR below water surface QAQC report for the persistence test, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"824",NA,"uPARRangeFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent","percent","real","NA"
"825",NA,"uPARRangeNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the range test could not be run over the averaging period, as a percent","percent","real","NA"
"826",NA,"uPARRangePassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent","percent","real","NA"
"827",NA,"uPARRangeQAQCRpt","photosynthetically active radiation below water surface quality assurance and quality control report for the range test, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run)","NA","integer","NA"
"828",NA,"uPARSpikeFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent","percent","real","NA"
"829",NA,"uPARSpikeNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the spike test could not be run over the averaging period, as a percent","percent","real","NA"
"830",NA,"uPARSpikePassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent","percent","real","NA"
"831",NA,"uPARSpikeQAQCRpt","PAR below water surface quality assurance and quality control report for the spike test, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"832",NA,"uPARStdErMean","Standard error of the mean for photosynthetically active radiation below water surface","micromolesPerSquareMeterPerSecond","real","NA"
"833",NA,"uPARStepFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent","percent","real","NA"
"834",NA,"uPARStepNAQM","photosynthetically active radiation below water surface quality metric that summarizes when the step test could not be run over the averaging period, as a percent","percent","real","NA"
"835",NA,"uPARStepPassQM","photosynthetically active radiation below water surface quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent","percent","real","NA"
"836",NA,"uPARStepQAQCRpt","photosynthetically active radiation below water surface quality assurance and quality control report for the step test, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","integer","NA"
"837",NA,"uPARValidCalibrationFailQM","photosynthetically active radiation below water surface quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real","NA"
