"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"1460",586,"dirRadBetaQAQCRpt","Direct radiation quality assurance and quality control report for the beta quality flag, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1461",587,"dirRadRangeFailQM","Direct radiation quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent","percent","real",NA
"1462",588,"dirRadRangePassQM","Direct radiation quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent","percent","real",NA
"1463",589,"dirRadRangeNAQM","Direct radiation quality metric that summarizes when the range test could not be run over the averaging period, as a percent","percent","real",NA
"1464",590,"dirRadPersistenceFailQM","Direct radiation quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","percent","real",NA
"1465",591,"dirRadPersistencePassQM","Direct radiation quality metric that summarizes the passed outcomes of the persistence test over the averaging period, as a percent","percent","real",NA
"1466",592,"dirRadPersistenceNAQM","Direct radiation quality metric that summarizes when the persistence test could not be run over the averaging period, as a percent","percent","real",NA
"1467",593,"dirRadStepFailQM","Direct radiation quality metric that summarizes the failed outcomes of the step test over the averaging period, as a percent","percent","real",NA
"1468",594,"dirRadStepPassQM","Direct radiation quality metric that summarizes the passed outcomes of the step test over the averaging period, as a percent","percent","real",NA
"1469",595,"dirRadStepNAQM","Direct radiation quality metric that summarizes when the step test could not be run over the averaging period, as a percent","percent","real",NA
"1470",596,"dirRadNullFailQM","Direct radiation quality metric that summarizes the failed outcomes of the null test over the averaging period, as a percent","percent","real",NA
"1471",597,"dirRadNullPassQM","Direct radiation quality metric that summarizes the passed outcomes of the null test over the averaging period, as a percent","percent","real",NA
"1472",598,"dirRadNullNAQM","Direct radiation quality metric that summarizes when the null test could not be run over the averaging period, as a percent","percent","real",NA
"1473",599,"dirRadGapFailQM","Direct radiation quality metric that summarizes the failed outcomes of the gap test over the averaging period, as a percent","percent","real",NA
"1474",600,"dirRadGapPassQM","Direct radiation quality metric that summarizes the passed outcomes of the gap test over the averaging period, as a percent","percent","real",NA
"1475",601,"dirRadGapNAQM","Direct radiation quality metric that summarizes when the gap test could not be run over the averaging period, as a percent","percent","real",NA
"1476",602,"dirRadSpikeFailQM","Direct radiation quality metric that summarizes the failed outcomes of the spike test over the averaging period, as a percent","percent","real",NA
"1477",603,"dirRadSpikePassQM","Direct radiation quality metric that summarizes the passed outcomes of the spike test over the averaging period, as a percent","percent","real",NA
"1478",604,"dirRadSpikeNAQM","Direct radiation quality metric that summarizes when the spike test could not be run over the averaging period, as a percent","percent","real",NA
"1479",605,"dirRadConsistencyFailQM","Direct radiation quality metric that summarizes the failed outcomes of the consistency test over the averaging period, as a percent","percent","real",NA
"1480",606,"dirRadConsistencyPassQM","Direct radiation quality metric that summarizes the passed outcomes of the consistency test over the averaging period, as a percent","percent","real",NA
"1481",607,"dirRadConsistencyNAQM","Direct radiation quality metric that summarizes when the consistency test could not be run over the averaging period, as a percent","percent","real",NA
"1482",608,"dirRadAlphaQM","Direct radiation quality metric detailing the outcomes of the alpha quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"1483",609,"dirRadBetaQM","Direct radiation quality metric detailing the outcomes of the beta quality flag over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"1484",610,"dirRadFinalQF","Direct radiation quality flag indicating whether a data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","unsigned integer",NA
"1485",611,"gloRadMean","Arithmetic mean of global radiation","wattsPerSquareMeter","real",NA
"1486",612,"gloRadMinimum","Minimum global radiation","wattsPerSquareMeter","real",NA
"1487",613,"gloRadMaximum","Maximum global radiation","wattsPerSquareMeter","real",NA
"1488",614,"gloRadVariance","Variance in global radiation","wattsPerSquareMeterSquared","real",NA
"1489",615,"gloRadNumPts","Number of points used to calculate the arithmetic mean of global radiation","number","real",NA
"1490",616,"gloRadExpUncert","Expanded uncertainty for global radiation","wattsPerSquareMeter","real",NA
"1491",617,"gloRadStdErMean","Standard error of the mean for global radiation","wattsPerSquareMeter","real",NA
"1492",618,"gloRadRangeQAQCRpt","Global radiation quality assurance and quality control report for the range test, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1493",619,"gloRadPersistenceQAQCRpt","Global radiation quality assurance and quality control report for the persistence test, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1494",620,"gloRadStepQAQCRpt","Global radiation quality assurance and quality control report for the step test, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1495",621,"gloRadNullQAQCRpt","Global radiation quality assurance and quality control report for the null test, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1496",622,"gloRadGapQAQCRpt","Global radiation quality assurance and quality control report for the gap test, which indicates that the datum is missing and is apart of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"1497",623,"gloRadConsistencyQAQCRpt","Global radiation quality assurance and quality control report for the consistency test, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1498",624,"gloRadSpikeQAQCRpt","Global radiation quality assurance and quality control report for the spike test, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1499",625,"gloRadAlphaQAQCRpt","Global radiation quality assurance and quality control report for the alpha quality flag, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1500",626,"gloRadBetaQAQCRpt","Global radiation quality assurance and quality control report for the beta quality flag, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"1501",627,"gloRadRangeFailQM","Global radiation quality metric that summarizes the failed outcomes of the range test over the averaging period, as a percent","percent","real",NA
"1502",628,"gloRadRangePassQM","Global radiation quality metric that summarizes the passed outcomes of the range test over the averaging period, as a percent","percent","real",NA
"1503",629,"gloRadRangeNAQM","Global radiation quality metric that summarizes when the range test could not be run over the averaging period, as a percent","percent","real",NA
"1504",630,"gloRadPersistenceFailQM","Global radiation quality metric that summarizes  the failed outcomes of the persistence test over the averaging period, as a percent","percent","real",NA
